"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"CENTRAL 4","16087 - BO1","SRISATYA SAI","Arena","B1184966533","Customer facing issues with smart phone linkage related , customer looking for resolution , hence query raised, advised to visit workshop .","2026-06-20 07:05:02.277367","81113790@maruticrm.onmicrosoft.com","2026-06-20 07:05:02.277367","81113790@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","17038 - MH8","BASERA VELOCITY CARS(A UNIT OF BASERA HOTELS)","Arena","B0565169668","The customer's concern is that he is facing issues related to the AC compressor in his car. The service center people are delaying it and then on the last date when the customer goes and asks for an update, the customer is informed that his warranty has been rejected. The customer wants a resolution on this matter as soon as possible. So I confirmed all the details and told him that your concern will be register here.","2026-06-20 07:04:59.94811","81130305@maruticrm.onmicrosoft.com","2026-06-20 07:04:59.94811","81130305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","10076 - MRD","VIPUL MOTORS PVT. LTD.","Arena","B9983730717","The customer is getting a problem in the information system of his car but he is not able to understand where that information system can be fixed. The customer had already talked to some service centre but they were not able to solve the problem.so i shared many service centre contact numbers ","2026-06-20 07:04:56.439881","81113661@maruticrm.onmicrosoft.com","2026-06-20 07:04:56.439881","81113661@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"NORTH 3","11162 - PYJ","ORIENTAL AUTO SPARES","Arena","B2152607446","customer called and said that he has replaced the shocker and now its been only 3 months but shocker is getting leaked ","2026-06-20 07:04:45.57727","1154837@maruticrm.onmicrosoft.com","2026-06-20 07:04:45.57727","1154837@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","1",NULL,NULL
"WEST 3","11731 - AEB","NANDA AUTOMOBILES PVT. LTD.","Arena","B9933384156","Customer has confirmed that he is facing the issue related to last month where different bonnet fixed and tyre guard not fixed properly .Last he had visited the workshop, and no one helped him out related to the concern. Also, the customer is irate and not happy with the staff of the dealer. Hence, concern raised to dealer NANDA AUTOMOBILES PVT. LTD. and provided the information same to the customer as per concern.
","2026-06-20 07:04:09.53395","1170272@maruticrm.onmicrosoft.com","2026-06-20 07:04:09.53395","1170272@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","16909 - UTI","AURIC MOTORS PVT LTD","Arena","B2516683762","customer want to purchase Eeco new car so share the information qcm number share .","2026-06-20 07:03:32.179318","1154854@maruticrm.onmicrosoft.com","2026-06-20 07:03:32.179318","1154854@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"SOUTH 2","10350 - KDN","KALYANI MOTORS PVT. LTD.","Arena","B5162404360","customer voc: Dear Kalyani Team,

Today I received my car after the repair work was completed. However, while returning home after picking up the vehicle from Kalyani Service Center, I noticed that there was almost no petrol left in the car. As a result, the fuel warning alarm started beeping when I was nearing my home.

I immediately shared a photo with the service advisor ( 9900037118) in whatsapps for clarification and investigation. I request you to look into this matter and provide a proper explanation.

Please verify the fuel level from the original photographs and records captured during vehicle intake and compare them with the condition in which the vehicle was handed back to me. I trust Maruti Suzuki and its authorized service network, and therefore I expect a genuine response supported by evidence.

I request you to investigate this issue and take the necessary action. If such incidents continue without satisfactory resolution, it will affect my confidence in Kalyani Motors and I may reconsider using your service center for future vehicle servicing.

I look forward to your prompt response.=============================synopsis: customer has received his car after the repair work was completed. However, while returning home after picking up the vehicle from Kalyani Service Center, he noticed that there was almost no petrol left in the car. As a result, the fuel warning alarm started beeping when he was nearing his home. he immediately shared a photo with the service advisor ( 9900037118) in whatsapps for clarification and investigation. he request you to look into this matter and provide a proper explanation. Please verify the fuel level from the original photographs and records captured during vehicle intake and compare them with the condition in which the vehicle was handed back to him. he trust Maruti Suzuki and its authorized service network, and therefore he expect a genuine response supported by evidence. he request you to investigate this issue and take the necessary action. If such incidents continue without satisfactory resolution, it will affect his confidence in Kalyani Motors and he may reconsider using your service center for future vehicle servicing.

","2026-06-20 07:03:13.963106","81109916@maruticrm.onmicrosoft.com","2026-06-20 07:03:13.963106","81109916@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","10716 - CSR","NAVNEET MOTORS","Nexa","B8817436809","The customer stated that their car has been at the workshop for 10 days and it will take another 10 days to receive the part. The customer does not want to speak to anyone else, so the query has been raised.","2026-06-20 07:02:47.986011","1154246@maruticrm.onmicrosoft.com","2026-06-20 07:02:47.986011","1154246@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","10094 - TKD","KVR AUTOCARS PVT LTD","Arena","B0307688446","The customer states that a resolution has not been provided to them yet. Their vehicle's battery keeps discharging repeatedly; if the car is not driven for a few days, the battery goes dead. They had already informed the team about this, but the work was not done properly, and the same issue persists even after the repair. The customer is highly dissatisfied. provide them with a proper resolution as urgently as possible.","2026-06-20 07:02:34.062171","81113796@maruticrm.onmicrosoft.com","2026-06-20 07:02:34.062171","81113796@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 1","15802 - VUM","VIPUL MOTORS","Nexa","B4351813500","customer wanted to book the service hence shared the CCM and GM number.
","2026-06-20 07:00:56.355111","81110952@maruticrm.onmicrosoft.com","2026-06-20 07:00:56.355111","81110952@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","12559 - ULS","T R SAWHNEY AUTOMOBILES PVT LTD","Nexa","B2298630361","customer wants to book a service appointment hence I RAISED HIS CONCERN AND  shared CCM  and WM number even The customer also called the service center but no one responded to the customer's call or message.
 ","2026-06-20 06:59:45.275886","81113661@maruticrm.onmicrosoft.com","2026-06-20 06:59:45.275886","81113661@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH EAST 2","13309 - BUB","NARAYANI MOTORS PVT. LTD.","Nexa","B2709267430","Customer is unable to login in  Suzuki connect application. As checked Account Delete/Cancel Contract has been initiated. Inform customer for the same & also inform that Account Delete/Cancel Contract has been initiated on Jun 12, 2026. In t case now dealership has to do the enrolment again & enrolment will be done at dealership only. And after complete the enrolment process customer has to drive  vehicle for the activation after that he able to login in  Suzuki connect application. So asked customer for dealership details & Customer shared the same. 

","2026-06-20 06:59:14.10915","81113797@maruticrm.onmicrosoft.com","2026-06-22 10:57:30.279993","Saurabh.Yadu@maruti.co.in","Close","Query - Sales","Close","1","2026-06-22 10:57:30.280011",NULL
"NORTH 3","10360 - FLG","S B CARS PVT. LTD.","Arena","B0832892612","Sir ham service centre aya hua h 
Yaha par koi nai h na hi koi bat bata rha h sir thik sa hamare ac problem h hamara order compresser ka laga hua tha aur compresser a bhi chuka Hai Magar Koi theek se batane Lage kaise kab  lagega sb cars private limited fazalganj please reply sir.============================================synopsis=================================The customer is currently present at the SB Cars Private Limited service center in Fazalganj, experiencing a total lack of assistance and communication from the staff. Although the replacement compressor for the vehicle's faulty air conditioning system has already arrived at the facility, no representative is providing clear information regarding the installation schedule or process. The customer requires an immediate update from management to clarify exactly when and how the repair work will be completed.","2026-06-20 06:58:38.397656","81113850@maruticrm.onmicrosoft.com","2026-06-20 06:58:38.397656","81113850@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH 3","11095 - LXV","POPULAR AUTO DEALERS PVT LTD","Arena","B6489471664","The customer wanted regarding information about the vehicle parts, so I shared the number of the service centre customer care manager with the customer.","2026-06-20 06:57:31.734691","81110954@maruticrm.onmicrosoft.com","2026-06-20 06:57:31.734691","81110954@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH EAST 2","10795 - JPA","NARAYANI MOTORS PVT. LTD","Arena","B3706698068","""The customer states that they are facing a battery issue in their vehicle, which they submitted to the workshop on the 16th for a battery replacement. Since it is a commercial vehicle, the customer is facing significant difficulties due to the delay in completing the replacement, as they require the vehicle as quickly as possible. The customer is deeply troubled by this delay. A case has been registered regarding this matter, and the customer care manager's contact number has been provided to them.""","2026-06-20 06:57:06.47204","1158162@maruticrm.onmicrosoft.com","2026-06-20 06:57:06.47204","1158162@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","15353 - GTO","J J IMPEX (DELHI) LIMITED","Nexa","B0337082829","customer has issue related to the key of car ","2026-06-20 06:57:04.267157","1154837@maruticrm.onmicrosoft.com","2026-06-20 06:57:04.267157","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","11799 - POO","JAMKASH VEHICLEADES PVT. LTD","Arena","B4997193702","customer called to book the 5,000 km periodic service for his vehicle. The service booking has been successfully completed from our end.","2026-06-20 06:56:46.981466","81122553@maruticrm.onmicrosoft.com","2026-06-20 06:56:46.981466","81122553@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","12126 - RTG","Auric Motors Pvt Ltd","Arena","B7834261315","Customer has confirmed that he is facing the issue related to get the document of bank statement during the purchase of car .Last he had contacted the showroom, and no one helped him out related to the concern. Also, the customer is irate and not happy with the staff of the dealer. Hence, provided the SM Number and concern raised to dealer Auric Motors Pvt Ltd , and provided the information same to the customer as per concern.
","2026-06-20 06:56:32.39215","1170272@maruticrm.onmicrosoft.com","2026-06-22 04:08:57.780992","qcm.jjn.arena@auricmotors.com","Close Initiated","Query - Sales","Active","1",NULL,NULL
"SOUTH 2","10350 - BGL","KALYANI MOTORS PVT. LTD.","Arena","B1482623192","The customer is completely dissatisfied with the recent servicing and repair work carried out on their vehicle, stating that the repairs were not executed properly. To resolve this . I have registered a query from our side and provided the Workshop Manager (WM) contact number to the customer for direct coordination.","2026-06-20 06:55:28.745941","81122557@maruticrm.onmicrosoft.com","2026-06-20 06:55:28.745941","81122557@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","10304 - CTG","FORT POINT AUTOMOTIVE (CARS) PVT. LTD.","Arena","B7012877396","The customer is not happy with his servicing. The customer is not being responded to properly at the service centre. The customer had requested for a check light but it has not been resolved yet. I tried to give them the higher authority number but the customer is not ready to talk, so I told him that your concern is being registered here.","2026-06-20 06:55:26.625319","81130305@maruticrm.onmicrosoft.com","2026-06-20 06:55:26.625319","81130305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 1","15802 - VUM","VIPUL MOTORS","Nexa","B6282116499","customer wanted to book the service hence shared the CCM and GM number.","2026-06-20 06:55:05.59911","81110952@maruticrm.onmicrosoft.com","2026-06-20 06:55:05.59911","81110952@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","14038 - TRB","MY CAR (PUNE) PVT.LTD.","Arena","B8788753539","customer called to report that their vehicle has been at the workshop since May, and they have not received any updates regarding the service and repairs. I assured the customer that our relevant team from the workshop will coordinate with them shortly to provide assistance. Additionally, I have shared the workshop manager's contact number with the customer for direct update","2026-06-20 06:53:24.823637","81122553@maruticrm.onmicrosoft.com","2026-06-20 06:53:24.823637","81122553@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","10249 - FPP","HIRA AUTOMOBILES LTD","Arena","B9698694896","The customer reported that they left their vehicle at the workshop for body repairs, but the delivery of the repaired vehicle is being delayed due to a shortage of spare parts. The workshop has failed to provide any accurate information regarding the final delivery date or the post-repair status. To assist them, I have already shared the Senior Authority’s contact number with the customer. Kindly connect with the customer immediately and provide them with the necessary and accurate information to resolve this matter.","2026-06-20 06:52:34.437712","1153945@maruticrm.onmicrosoft.com","2026-06-20 06:52:34.437712","1153945@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 1","15860 - SYM","SHREYASH AUTOMOTIVES PVT LTD_DELHI","Arena","B2384975047","The customer's issue is that the customer is already upset, he has an issue with his tyre, the reagrding of the tyre was already there, he told it in the workshop but his complaint is not being heard there, he is more upset with the customer and the customer had informed the workshop about the of Customer's car was drivven Rs 32000 KM when the issue was faced in car . Currently, his car has covered 68,000 km and he is yet to get any resolution.
","2026-06-20 06:52:15.139411","984335@maruticrm.onmicrosoft.com","2026-06-20 06:52:15.139411","984335@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 1","10269 - MIA","MAGIC AUTO PVT LTD","Arena","B7656588645","Customer want to know about last service km details inform about the last service period of the vehicle Wm number share .
","2026-06-20 06:52:12.157486","1154854@maruticrm.onmicrosoft.com","2026-06-20 06:52:12.157486","1154854@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","10916 - WPE","ALANKAR AUTO SALES & SERVICE PVT. LTD.","Arena","B5595053926","The customer wanted to book a car service, so I guided him for application and shared the customer care manager's number to the customer. 
","2026-06-20 06:52:01.14868","81110954@maruticrm.onmicrosoft.com","2026-06-20 06:52:01.14868","81110954@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 3","10154 - DKR","PROGRESSIVE MOTORS","Arena","B1105263558","Customer VOC-Order No:

MSGA000456396

Kindly let me know the status of the order and where it should be picked up.

The contact of accessories manager provided in the website is not answering the call and the employee at the dealership is saying they do not receive online orders and asked me to cancel.

Need advice on how to proceed.

Address is Progressive motors Arena, Dimapur, Nagaland-------------------------------------------------------------------------------------------------------------------------------------------------SYNOPSIS-The customer is seeking an urgent status update and pickup location for Maruti Suzuki Genuine Accessories order number MSGA000456396, which was placed for Progressive Motors Arena in Dimapur, Nagaland. The customer is facing severe coordination issues as the accessories manager's contact number listed on the website goes unanswered, while the on-site dealership employees are falsely claiming they do not accept online orders and are forcing the customer to cancel. The customer requires immediate intervention from higher authorities to clarify the exact status of the order, provide the correct point of contact for pickup, and address the uncooperative behavior of the dealership staff.","2026-06-20 06:51:50.194885","81109915@maruticrm.onmicrosoft.com","2026-06-20 06:51:50.194885","81109915@maruticrm.onmicrosoft.com","OPEN","Query- Accessories","OPEN","2",NULL,NULL
"CENTRAL 3","10044 - SNR","AJMER AUTO AGENCIES PVT LTD","Nexa","B7926387286"," Customer concern is regarding he is recently purchased a Maruti Suzuki Grand Vitara Delta CNG from the Ajmer Nexa showroom in Rajasthan, India. He is facing an issue with the factory-installed 7-inch touchscreen infotainment system, which displays the Tyre Pressure Monitoring System TPMS readings in kPa kilopascals instead of the standard Indian unit, PSI pounds per square inch. Despite exploring the system settings, watching YouTube tutorials, and visiting both the showroom and the service center, he has been unable to change the unit and is seeking a quick resolution to switch the display to PSI.Kindly look into this matter.","2026-06-20 06:51:22.463916","81107375@maruticrm.onmicrosoft.com","2026-06-20 06:51:22.463916","81107375@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","17137 - MOE","PREM MOTORS PVT LTD","Arena","B9707387421","The customer stated that they brought their vehicle to the workshop for service both yesterday and today. However, the workshop is delaying the service. They were told that the required mechanic is currently unavailable, which is why the vehicle has not been attended to. The customer is now seeking help regarding this matter.","2026-06-20 06:50:55.952101","1158006@maruticrm.onmicrosoft.com","2026-06-20 06:50:55.952101","1158006@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 3","50026 - GRW","AMAR CARS PVT. LTD.","True Value","B5939976929","customer is  looking to purchase through Maruti Suzuki True Value, he need urgent assistance to verify a vehicle's complete background before finalizing his  purchase. Specifically, he require the vehicle's full service and accident history, insurance claim records, ownership details, Registration Certificate (RC) status, and loan closure documents like the NOC or Form 35. Furthermore, he need to confirm the availability of both original keys, review True Value's official 176-point digital inspection report, and understand the exact terms of the dealer-provided warranty so that he can ensure a transparent, safe, and secure transaction.","2026-06-20 06:50:16.960673","81111261@maruticrm.onmicrosoft.com","2026-06-20 06:50:16.960673","81111261@maruticrm.onmicrosoft.com","OPEN","Query-True Value","OPEN","1",NULL,NULL
"NORTH 1","10214 - RDR","SHAKUMBARI AUTOMOBILES PVT LTD","Arena","B7880292948","Customer has confirmed that he is facing the issue related to delivery of car after repair and there is approval is pending to deliver the car as confirmed by the customer.Last he had visited the workshop, and no one helped him out related to the concern. Also, the customer is irate and not happy with the staff of the dealer. Hence, provided the GM Number and concern raised to dealer SHAKUMBARI AUTOMOBILES PVT LTD, and provided the information same to the customer as per concern.
","2026-06-20 06:49:43.177649","1170272@maruticrm.onmicrosoft.com","2026-06-20 06:49:43.177649","1170272@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH 1","10022 - MRD","ABT LIMITED","Arena","B5925447542","The customer states that it has only been 9 months since they purchased their vehicle, and an issue has already arisen with the battery. When they tried to discuss this matter, they were not provided with any proper resolution. provide the customer with the correct information and a proper resolution as quickly as possible.","2026-06-20 06:47:55.730085","81113796@maruticrm.onmicrosoft.com","2026-06-20 06:47:55.730085","81113796@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","11084 - ETM","KTL PVT. LTD.","Arena","B8931966846","""The customer states that they had given their accidental vehicle to the workshop for repairs, but the quality of the bumper that has been fitted is extremely poor. They claim that the bumper feels like rubber and is of substandard quality. Additionally, they mention that the bonnet has not been fitted properly, and they are facing issues with its fitment. The customer is highly troubled and completely dissatisfied with the service provided. Consequently, a case has been registered regarding their complaints, and the customer care manager's contact number has been provided to them.""","2026-06-20 06:47:43.415165","1158162@maruticrm.onmicrosoft.com","2026-06-20 06:47:43.415165","1158162@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","16115 - KZY","SAI SERVICE PVT LTD","Arena","B8930348580","Currently, there is a problem in customer car regarding Shockar and gear, when they put gear in the car, the car stops and starts jumping, so the customer is very upset, for this, customer have already visit it to the workshop, Issue  was doing 2 second service, even then the issue is coming but customer not getting any resolution for it, rest of the services are not satisfactory.
","2026-06-20 06:47:02.828852","984335@maruticrm.onmicrosoft.com","2026-06-20 06:47:02.828852","984335@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","12537 - MAM","SHIVAM AUTOZONE INDIA PVT. LTD.","Nexa","B5868694509","customer want to know about There are car scratches on the customer car; it needs to be repaired. Wm number share .
","2026-06-20 06:46:09.481815","1154854@maruticrm.onmicrosoft.com","2026-06-20 06:46:09.481815","1154854@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","11068 - VZZ","CM AUTOMOBILES PVT LTD","Arena","B4458716501","Thank you for your prompt response to our complaint and for taking the initiative to contact us regarding this matter. 

We appreciate your support and are grateful that our concern has been forwarded to the concerned team.

After your intervention, we received a call from the salesperson of CM Automobiles Pvt. Ltd., Zirakpur.

However, instead of providing a proper resolution, we were only asked to send the defective clutch plate. At the same time, we were informed that they could not confirm whether the part would be replaced or even returned after inspection.

As an MGP retailer, we find this very concerning. We are ready to cooperate and send the part for technical inspection, but we request that the warranty claim be handled as per the official MGP policy with proper claim registration, acknowledgement, and a transparent inspection process.

As already informed, the clutch plate was installed in a Maruti Suzuki Swift Diesel (2014–2015 Model). The part number, fitment, release bearing, pressure plate, and clutch system were thoroughly checked and found to be correct. To verify the issue, another new MGP clutch plate with the same part number was installed in the same vehicle, and the problem was resolved immediately. This clearly indicates that the first clutch plate was defective.

Unfortunately, due to this issue, our customer faced serious inconvenience and held our shop responsible. A major dispute took place at our shop, which affected our business reputation and caused financial loss. Furthermore, two other customers who witnessed the incident also lost confidence in purchasing MGP parts from us.

We sincerely request Maruti Suzuki India Limited to kindly ensure that this genuine warranty claim is processed fairly. 

We request a proper technical inspection, official claim registration, and a written update regarding the outcome of the inspection.

We value the trust associated with Maruti Genuine Parts and hope this matter will be resolved at the earliest.

Thank you for your time and support. We look forward to your positive response.========================================synopsis=====================================An  MGP (Maruti Genuine Parts) retailer, acknowledges previous correspondence and notes that while a salesperson from CM Automobiles Pvt. Ltd., Zirakpur contacted them, the proposed resolution was unsatisfactory as it lacked a guarantee of replacement or return post-inspection. The retailer is willing to send the clutch plate for technical inspection but insists on official warranty claim registration, formal acknowledgment, and adherence to transparent Maruti Suzuki policies. They emphasize that the defect was verified when a second identical MGP part immediately resolved the issue in the customer's Maruti Suzuki Swift Diesel (2014–2015 Model). Crucially, the component failure led to a major dispute at their shop, causing severe business reputation damage, a lack of customer confidence, and financial loss. Consequently, the retailer requests that Maruti Suzuki India Limited intervene to ensure a fair warranty process, official claim documentation, and a formal written outcome of the technical inspection.","2026-06-20 06:45:48.920125","81113850@maruticrm.onmicrosoft.com","2026-06-20 06:45:48.920125","81113850@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","2",NULL,NULL
"CENTRAL 2","13925 - DAV","AUTO NATION (A UNIT OF TAYAL INDIA MOTORS PVT. LTD)","Arena","B4056303119","Customer want to book service. Hence i have provide CCM number.","2026-06-20 06:45:15.477894","81122506@maruticrm.onmicrosoft.com","2026-06-20 06:45:15.477894","81122506@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","15986 - AOW","STANDARD MOTOCORP PRIVATE LIMITED","Arena","B8767895309","customer has booked his vehicle and after delivery the showroom are asking the fuel charges and driver chargers. hence i have provide Gm number.","2026-06-20 06:44:23.097912","81122506@maruticrm.onmicrosoft.com","2026-06-20 06:44:23.097912","81122506@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"WEST 1","12845 - RMQ","SHIVAM AUTOZONE INDIA PRIVATE LIMITED","Nexa","B4865311039","The customer purchased a car that the dealership claimed had an actual range of 440 km; however, the vehicle is failing to deliver even 330 km. The customer is extremely frustrated. When the issue was raised with the service center, they advised driving at speeds below 60 km/h with the AC turned off to achieve the expected range—which is not a valid solution. Consequently, this formal query has been raised.","2026-06-20 06:43:27.698247","1158007@maruticrm.onmicrosoft.com","2026-06-20 06:43:27.698247","1158007@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 3","11167 - GOL","HARNAM MOTOR CO.(MD)","Arena","B1900302984","customer wants to purchase the part of the vehicle and price related issue so i shared the number of the dealer ","2026-06-20 06:43:25.174102","1153945@maruticrm.onmicrosoft.com","2026-06-20 06:43:25.174102","1153945@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","1",NULL,NULL
"CENTRAL 1","15862 - MYI","SHREYASH AUTOMOTIVES","Nexa","B1574953456","I am writing to express my dissatisfaction regarding the poor service experience and excessive delay in resolving the AC issue in my vehicle, Maruti Suzuki Nexa Baleno Delta CNG (Registration No. DL9CBC4316), which is currently under warranty. My vehicle was serviced at Shreyash Maruti Authorized Dealer & Service Workshop, B-91, Mayapuri Industrial Area, New Delhi – 110064, on 07.06.2026. The very next day, while driving the vehicle, I noticed that the AC was not cooling properly. I immediately contacted my Service Advisor, Mr. Yuvraj Tanwar, and informed him about the issue. He advised me to visit the service center for inspection. Accordingly, I visited the service center on 10.06.2026. Upon contacting Mr. Yuvraj Tanwar, I was informed that he was on leave and was asked to coordinate with another Service Advisor, Mr. Harish. After inspection by the technician and Mr. Harish, I was informed that the complete AC unit had failed due to a technical fault and that the required parts would be replaced under warranty, free of cost. When I requested a job card update, service request number, or any written confirmation regarding the warranty replacement, I was informed by Mr. Yuvraj Tanwar that a parts demand had already been raised with Maruti Suzuki and that the required AC components would take approximately 7–10 days to arrive. I expressed my concern about driving the vehicle without a functioning AC during this period and requested expedited support. However, I was informed that the waiting period was unavoidable. I was also advised to contact the General Manager, Mr. Manvir Singh, if I wanted faster assistance. I subsequently spoke with Mr. Manvir Singh, who informed me that although the service center would try its best, the parts were unlikely to be available before 17.06.2026 and that installation would require an additional 1–2 days after receipt of the parts. In parallel, on 11.06.2026, I contacted Mr. Yash Gupta, Maruti Suzuki Service Engineer, requesting urgent support. He assured me that efforts would be made to arrange the required AC parts through express delivery and advised me to remain in touch with Mr. Manvir Singh regarding the status. Today, on 17.06.2026, I again contacted Mr. Yuvraj Tanwar to obtain an update. I was informed that although the demand had been raised, the AC compressor was delayed and that repairs could only proceed once the compressor was received from Maruti Suzuki. I have also repeatedly contacted Mr. Yash Gupta, who informed me that the required AC compressor is currently unavailable across the Delhi NCR region. I am extremely disappointed with the handling of this issue. My vehicle is under warranty, yet I have been left without a functioning AC for an extended period during peak summer conditions. Despite multiple follow-ups with the Service Advisor, General Manager, and Maruti Suzuki representatives, I have not received any definite resolution timeline. I request Maruti Suzuki India Limited to: Arrange the required AC compressor and related parts on priority. Complete the warranty repair at the earliest possible date. Provide a written update regarding the status of parts procurement and expected repair completion date. Explain why a critical component such as an AC compressor is unavailable across the Delhi NCR region. If this issue is not resolved promptly, I will be compelled to escalate the matter through consumer forums and share my experience on social media platforms such as X (Twitter), Facebook, and other public channels regarding the poor customer service and delay in warranty support provided by Maruti Suzuki India Limited and its authorized service center. I look forward to your immediate intervention and a satisfactory resolution...............Synopsis The customer is complaining about an ongoing delay in fixing the air conditioning (AC) system of their Maruti Suzuki Nexa Baleno (DL9CBC4316), which is currently under warranty. Following a car service on June 7, 2026, at Shreyash Maruti Workshop in Mayapuri, New Delhi, the AC completely stopped cooling the next day. The service centre inspected the vehicle on June 10th and confirmed that the entire AC unit had failed due to a technical fault and would be replaced for free under warranty. However, despite multiple follow-ups with the service advisors, the General Manager, and a Maruti Suzuki Service Engineer, the customer has been told today (June 17, 2026) that the required AC compressor is completely unavailable across the entire Delhi NCR region. The customer is extremely frustrated at being left without a working AC during peak summer and is demanding that Maruti Suzuki urgently source the parts, complete the repairs, and provide a clear timeline, warning that they will escalate the matter to consumer forums and social media if it is not fixed immediately.","2026-06-20 06:43:21.921373","81109941@maruticrm.onmicrosoft.com","2026-06-20 06:43:21.921373","81109941@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"NORTH 3","10018 - ACC","KTL PVT. LTD.","Arena","B8101319711","The customer had visit a service centre to get the vehicle serviced but the service centre people did not attend the customer car.  I pitched FCR to the customer, the customer agreed, so I raise the customer's concern.
","2026-06-20 06:43:17.77467","81110954@maruticrm.onmicrosoft.com","2026-06-20 06:43:17.77467","81110954@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","14926 - CHO","NAVDESH AUTOS LLP","Nexa","B3277941474","""The customer purchased a car in February but has not received their Registration Certificate (RC) yet. According to our knowledge base, the RC is dispatched via post within 120 days, and I informed the customer accordingly. However, since the dealership had verbally promised them delivery within 10 to 20 days, I have provided the Quality Control Manager's contact number to the customer to address this commitment gap.""  NAVDESH AUTOS LLP  PLOT NO.-9, PHASE-1,, INDUSTRIAL AREA,, CHANDIGARH,. PIN: 160001","2026-06-20 06:42:36.284663","1153949@maruticrm.onmicrosoft.com","2026-06-20 06:42:36.284663","1153949@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
